x_v2_m,z_wand_m,winkel_grad,n_saeulen,ux_erstezelle_ms,ux_rel,cp_erstezelle,p_erstezelle_Pa,anteil_ux_negativ,umag_erstezelle_ms
1.60216,0.972,-45,11,1.30566,0.0435219,0.0245656,13.5418,0,1.63135
1.61016,0.98,-45,11,2.46624,0.0822079,0.0655871,36.1549,0,3.51766
1.61816,0.988,-26.5651,11,4.55926,0.151975,-0.0654452,-36.0767,0,5.12396
1.62616,0.988,-26.5651,11,1.39914,0.046638,-0.0413503,-22.7943,0,1.81461
1.63416,0.996,-26.5651,11,3.91254,0.130418,-0.106665,-58.7991,0,4.56556
1.64216,0.996,-26.5651,11,1.23871,0.0412903,-0.0789161,-43.5025,0,1.76702
1.65016,1.004,-26.5651,11,3.75518,0.125173,-0.126639,-69.8097,0,4.51711
1.65816,1.004,-26.5651,11,1.24659,0.0415531,-0.121926,-67.2116,0,2.0443
1.66616,1.012,-26.5651,11,3.77715,0.125905,-0.125076,-68.9484,0,4.96291
1.67416,1.012,-26.5651,11,1.12526,0.0375088,-0.121512,-66.9836,0,2.32755
1.68216,1.02,-45,11,2.70504,0.0901681,-0.0720869,-39.7379,0,4.49327
1.69016,1.028,-26.5651,11,6.10075,0.203358,-0.160341,-88.3878,0,7.2258
1.69816,1.028,-26.5651,11,1.91732,0.0639107,-0.157648,-86.9034,0,2.90139
1.70616,1.036,-26.5651,11,6.3364,0.211213,-0.17039,-93.9274,0,7.25887
1.71416,1.036,-26.5651,11,1.98405,0.066135,-0.128573,-70.8757,0,2.88312
1.72216,1.044,-26.5651,11,6.44603,0.214868,-0.149532,-82.4293,0,7.32847
1.73016,1.044,-26.5651,11,2.03877,0.0679591,-0.117464,-64.7519,0,2.71391
1.73816,1.052,-26.5651,11,6.5208,0.21736,-0.155537,-85.7397,0,7.23558
1.74616,1.052,-26.5651,11,2.06352,0.0687838,-0.126085,-69.5042,0,2.61473
1.75416,1.06,-26.5651,11,6.56602,0.218867,-0.192449,-106.087,0,7.20421
1.76216,1.06,-26.5651,11,2.06119,0.0687064,-0.119794,-66.0363,0,2.58331
1.77016,1.068,-26.5651,11,6.71348,0.223783,-0.220915,-121.779,0,7.35736
1.77816,1.068,-26.5651,11,2.12409,0.070803,-0.137545,-75.8216,0,2.62354
1.78616,1.076,-26.5651,11,6.76775,0.225592,-0.274659,-151.406,0,7.31609
1.79416,1.076,-26.5651,11,2.31936,0.077312,-0.158839,-87.5601,0,2.76684
1.80216,1.084,-26.5651,11,7.39874,0.246625,-0.310627,-171.233,0,7.91436
1.81016,1.084,-7.76517,11,3.44065,0.114688,-0.206353,-113.752,0,3.71939
1.81816,1.08618,-26.5651,11,2.8254,0.0941802,-0.280436,-154.59,0,3.24873
1.82616,1.092,-19.9831,11,5.17223,0.172408,-0.246001,-135.608,0,5.49096
1.83416,1.092,-26.5651,11,1.72937,0.0576457,-0.237961,-131.176,0,2.13283
1.84216,1.1,-26.5651,11,6.99913,0.233304,-0.305882,-168.617,0,7.38318
1.85016,1.1,-26.5651,11,2.56116,0.0853719,-0.246539,-135.905,0,3.10128
1.85816,1.108,-26.5651,11,8.55888,0.285296,-0.391096,-215.592,0,9.10087
1.86616,1.108,-0,11,4.30272,0.143424,-0.340606,-187.759,0,4.48654
1.87416,1.108,-26.5651,11,1.25367,0.0417892,-0.340415,-187.654,0,1.51617
1.88216,1.116,-26.5651,11,7.05465,0.235155,-0.333167,-183.658,0,7.34491
1.89016,1.116,-26.5651,11,2.5205,0.0840165,-0.31379,-172.977,0,3.03795
1.89816,1.124,-26.5651,11,9.45741,0.315247,-0.391812,-215.986,0,9.97242
1.90616,1.124,-0,11,4.83736,0.161245,-0.409715,-225.855,0,5.02141
1.91416,1.124,-26.5651,11,1.43409,0.0478029,-0.404323,-222.883,0,1.72242
1.92216,1.132,-26.5651,11,7.97123,0.265708,-0.374211,-206.284,0,8.31846
1.93016,1.132,-0,11,3.79647,0.126549,-0.410426,-226.247,0,3.99723
1.93816,1.132,-26.5651,11,0.957338,0.0319113,-0.425325,-234.46,0,1.1748
1.94616,1.14,-26.5651,11,6.60638,0.220213,-0.40433,-222.887,0,6.96392
1.95416,1.14,-26.5651,11,2.05867,0.0686224,-0.477494,-263.219,0,2.48892
1.96216,1.148,-26.5651,11,9.71462,0.323821,-0.479261,-264.193,0,10.1508
1.97016,1.148,-26.5651,11,3.5165,0.117217,-0.47777,-263.371,0,4.22734
1.97816,1.156,-26.5651,11,13.154,0.438467,-0.601616,-331.641,0,13.7827
1.98616,1.156,-0,11,7.30237,0.243412,-0.610243,-336.396,0,7.50446
1.99416,1.156,-0,11,3.69234,0.123078,-0.72083,-397.358,0,3.75916
2.00216,1.156,-26.5651,11,1.31245,0.0437482,-0.557808,-307.491,0,1.57846
2.01016,1.164,-26.5651,11,9.78726,0.326242,-0.640962,-353.33,0,10.091
2.01816,1.164,-0,11,5.5506,0.18502,-0.704073,-388.12,0,5.65715
2.02616,1.164,-0,11,3.62126,0.120709,-0.623155,-343.514,0,3.62871
2.03416,1.164,-26.5651,11,1.64792,0.0549308,-0.47219,-260.295,0,1.9782
2.04216,1.172,-26.5651,11,10.0357,0.334523,-0.68596,-378.136,0,10.2712
2.05016,1.172,-0,11,6.87726,0.229242,-0.62963,-347.083,0,6.93094
2.05816,1.172,-0,11,4.92634,0.164211,-0.614868,-338.946,0,4.9496
2.06616,1.172,-0,11,3.5973,0.11991,-0.552978,-304.829,0,3.62567
2.07416,1.172,-0,11,2.56751,0.0855838,-0.527907,-291.009,0,2.58269
2.08216,1.172,-26.5651,11,1.08788,0.0362627,-0.524721,-289.252,0,1.31555
2.09016,1.18,-26.5651,11,8.65568,0.288523,-0.619426,-341.459,0,8.79834
2.09816,1.18,-0,11,6.25057,0.208352,-0.591089,-325.838,0,6.28972
2.10616,1.18,-0,11,4.80286,0.160095,-0.575538,-317.265,0,4.81985
2.11416,1.18,-0,11,3.88313,0.129438,-0.540412,-297.902,0,3.8986
2.12216,1.18,-0,11,3.18647,0.106216,-0.526431,-290.195,0,3.19589
2.13016,1.18,-0,11,2.54885,0.0849617,-0.514245,-283.478,0,2.57541
2.13816,1.18,-0,11,1.86687,0.0622292,-0.511833,-282.148,0,1.90383
2.14616,1.18,-0,11,1.29011,0.0430037,-0.511974,-282.226,0,1.33295
2.15416,1.18,-0,11,0.892582,0.0297527,-0.498747,-274.934,0,0.962669
2.16216,1.18,-0,11,0.678853,0.0226284,-0.495074,-272.91,0,0.78941
2.17016,1.18,-26.5651,11,0.268582,0.00895274,-0.491367,-270.866,0,0.488455
2.17816,1.188,-26.5651,11,4.40722,0.146907,-0.490329,-270.294,0,4.43646
2.18616,1.188,-0,11,3.57657,0.119219,-0.500634,-275.975,0,3.59056
2.19416,1.188,-0,11,2.93662,0.0978874,-0.485651,-267.715,0,2.9509
2.20216,1.188,-0,11,2.45484,0.081828,-0.464529,-256.072,0,2.47512
2.21016,1.188,-0,11,2.03451,0.0678169,-0.469985,-259.079,0,2.06868
2.21816,1.188,-0,11,1.62425,0.0541418,-0.474714,-261.686,0,1.68327
2.22616,1.188,-0,11,1.31651,0.0438836,-0.452896,-249.659,0,1.42605
2.23416,1.188,-0,11,1.09221,0.036407,-0.443046,-244.229,0,1.26363
2.24216,1.188,-0,11,0.824319,0.0274773,-0.449287,-247.669,0,1.07329
