x_v2_m,z_wand_m,winkel_grad,n_saeulen,ux_erstezelle_ms,ux_rel,cp_erstezelle,p_erstezelle_Pa,anteil_ux_negativ,umag_erstezelle_ms
1.60216,0.972,-45,11,1.93281,0.0644269,-0.042584,-23.4744,0,2.34952
1.61016,0.98,-45,11,3.0959,0.103197,0.0845656,46.6168,0,4.24716
1.61816,0.988,-26.5651,11,5.81463,0.193821,-0.0764436,-42.1395,0,6.38173
1.62616,0.988,-26.5651,11,1.99342,0.0664474,-0.0750198,-41.3547,0,2.39816
1.63416,0.996,-26.5651,11,5.48333,0.182778,-0.073187,-40.3443,0,5.99081
1.64216,0.996,-26.5651,11,2.45866,0.0819555,0.0981739,54.1183,0,2.8757
1.65016,1.004,-26.5651,11,4.97637,0.165879,-0.0597161,-32.9185,0,5.37063
1.65816,1.004,-26.5651,11,2.01711,0.0672369,-0.0633927,-34.9452,0,2.39826
1.66616,1.012,-26.5651,11,4.65182,0.155061,-0.079374,-43.7549,0,5.10759
1.67416,1.012,-26.5651,11,2.54723,0.0849078,-0.0496823,-27.3873,0,3.13171
1.68216,1.02,-45,11,3.62479,0.120826,0.0258263,14.2367,0,5.05909
1.69016,1.028,-26.5651,11,6.3228,0.21076,-0.131616,-72.5533,0,7.06661
1.69816,1.028,-26.5651,11,2.61311,0.0871035,-0.120982,-66.6916,0,3.11594
1.70616,1.036,-26.5651,11,5.71362,0.190454,-0.184407,-101.654,0,6.2965
1.71416,1.036,-26.5651,11,2.49229,0.0830763,-0.131868,-72.6921,0,2.96839
1.72216,1.044,-26.5651,11,5.8466,0.194887,-0.19252,-106.127,0,6.37288
1.73016,1.044,-26.5651,11,2.44014,0.081338,-0.181988,-100.321,0,2.98084
1.73816,1.052,-26.5651,11,6.13721,0.204574,-0.188812,-104.083,0,6.64049
1.74616,1.052,-26.5651,11,2.63479,0.0878264,-0.137149,-75.6032,0,3.26105
1.75416,1.06,-26.5651,11,6.45544,0.215181,-0.242477,-133.666,0,7.00802
1.76216,1.06,-26.5651,11,2.80761,0.093587,-0.11933,-65.7807,0,3.44132
1.77016,1.068,-26.5651,11,6.91853,0.230618,-0.244904,-135.003,0,7.38589
1.77816,1.068,-26.5651,11,3.00022,0.100007,-0.179247,-98.81,0.0909091,3.71318
1.78616,1.076,-26.5651,11,7.21992,0.240664,-0.283,-156.004,0,7.73963
1.79416,1.076,-26.5651,11,3.34754,0.111585,-0.231708,-127.729,0,3.97471
1.80216,1.084,-26.5651,11,7.69992,0.256664,-0.336026,-185.234,0,8.30345
1.81016,1.084,-7.76517,11,4.14026,0.138009,-0.312607,-172.324,0,4.48357
1.81816,1.08618,-26.5651,11,3.4212,0.11404,-0.265753,-146.496,0,3.94503
1.82616,1.092,-19.9831,11,5.35055,0.178352,-0.315661,-174.008,0,5.689
1.83416,1.092,-26.5651,11,2.07276,0.0690921,-0.309266,-170.483,0,2.61234
1.84216,1.1,-26.5651,11,6.83817,0.227939,-0.348883,-192.322,0,7.3082
1.85016,1.1,-26.5651,11,2.84092,0.0946973,-0.333927,-184.077,0,3.39052
1.85816,1.108,-26.5651,11,8.21473,0.273824,-0.392261,-216.234,0,8.82296
