x_of13_m,x_v2_m,z_m,winkel_grad,n_facetten,tau_t_m2s2,cf,cp_wand,p_wand_Pa,wandabstand_m,u_erstezelle_ms
-2.20425,0.00204594,0.100528,28.048,70,-1.00846,-0.00224101,-0.341352,-188.171,0.000304259,22.0658
-2.19462,0.0116797,0.095395,27.8134,40,-1.35835,-0.00301855,-0.124071,-68.3944,0.000310096,13.1183
-2.18523,0.0210657,0.0904941,26.4406,40,-2.14677,-0.00477059,-0.314863,-173.568,0.000312515,17.9506
-2.17435,0.0319469,0.0853164,14.8323,50,-3.29465,-0.00732145,-0.718043,-395.821,0.000312406,23.2307
-2.16399,0.0423087,0.0848686,2.93111,40,-2.69935,-0.00599855,-0.446503,-246.135,0.000312405,19.2941
-2.1541,0.0521998,0.0842794,1.69123,40,-2.17632,-0.00483627,-0.29865,-164.631,0.000312474,16.7681
-2.14466,0.0616392,0.0842979,-0.307192,40,-1.55026,-0.00344503,-0.158549,-87.4004,0.000312499,13.864
-2.13511,0.0711865,0.0843812,-0.499995,40,-1.2961,-0.00288022,-0.0954725,-52.6292,0.000312496,12.7147
-2.12557,0.0807335,0.0844645,-0.499995,40,-1.24354,-0.00276342,-0.0559556,-30.8455,0.000312499,12.391
-2.11613,0.0901708,0.0845469,-0.500002,40,-1.27352,-0.00283005,-0.0282287,-15.5611,0.000312505,12.3959
-2.10624,0.100063,0.0846332,-0.500005,40,-1.31971,-0.0029327,-0.00726672,-4.00578,0.000312499,12.3823
-2.09685,0.109451,0.0847151,-0.5,40,-1.35365,-0.00300812,0.00945504,5.21209,0.000312496,12.2007
-2.08498,0.121321,0.0848187,-0.500003,60,-1.34946,-0.0029988,0.0249782,13.7692,0.000312502,11.6402
-2.07304,0.133257,0.0849229,-85.579,40,-0.120206,-0.000267124,0.0356443,19.6489,0.000312489,11.9179
-2.06255,0.143749,0.374908,-86.793,100,-0.594965,-0.00132215,0.936802,516.412,0.000316794,8.65702
-2.0547,0.151595,0.412215,-75.7467,100,-1.20689,-0.00268198,0.726311,400.379,0.000312601,14.6927
-2.04555,0.160746,0.441818,-70.8286,90,-1.91526,-0.00425614,0.467567,257.747,0.000312553,19.664
-2.03574,0.170564,0.466773,-62.0988,70,-3.56285,-0.00791745,-0.16684,-91.9704,0.000312737,29.0901
-2.02483,0.181468,0.480954,-45.4426,20,-3.92125,-0.0087139,-0.56047,-308.959,0.000312205,28.3017
-2.01542,0.190876,0.487401,-33.1811,20,-2.33762,-0.0051947,-0.189245,-104.321,0.000312609,20.4775
-2.00574,0.200561,0.493439,-31.8513,20,-1.69698,-0.00377108,-0.0634391,-34.9708,0.000312555,17.1597
-1.99604,0.210259,0.499443,-31.6451,20,-1.59016,-0.00353369,-0.027173,-14.9791,0.000312488,16.7651
-1.98633,0.219968,0.505399,-29.8375,20,-1.81218,-0.00402706,-0.0486557,-26.8214,0.000312507,18.3519
-1.97451,0.23179,0.511793,-27.9002,30,-1.64407,-0.00365349,0.0100607,5.54599,0.000312566,16.9554
-1.96362,0.242675,0.517422,-27.2209,14,-1.5199,-0.00337755,0.0605639,33.3859,0.000312556,16.2301
-1.95437,0.251931,0.522153,-27.1919,26,-1.51159,-0.00335908,0.0812374,44.7821,0.000312544,16.2114
-1.9437,0.262597,0.527657,-27.2706,20,-1.54051,-0.00342335,0.0957098,52.76,0.000312552,16.4451
-1.93348,0.272818,0.53292,-27.2459,20,-1.5848,-0.00352178,0.101027,55.6913,0.000312502,16.7855
-1.92459,0.281708,0.537498,-26.7812,20,-1.65038,-0.00366751,0.0958612,52.8435,0.000312665,17.2767
-1.91453,0.291772,0.542486,-25.7444,20,-1.68027,-0.00373393,0.090515,49.8964,0.000312636,17.4452
-1.90545,0.30085,0.546729,-24.9875,20,-1.5526,-0.00345022,0.127691,70.3898,0.000312452,16.5363
-1.89554,0.31076,0.551336,-24.9344,20,-1.474,-0.00327555,0.149512,82.4183,0.000312511,16.0614
-1.88629,0.320009,0.555636,-24.9381,20,-1.41015,-0.00313366,0.169778,93.5904,0.000312616,15.6302
-1.8767,0.329599,0.560096,-24.9452,20,-1.33322,-0.00296271,0.193867,106.869,0.000312442,15.0732
-1.86702,0.339279,0.564599,-26.7367,20,-1.18178,-0.00262617,0.231489,127.608,0.000312337,13.8958
-1.85505,0.35125,0.571003,-29.4869,30,-1.24206,-0.00276014,0.233103,128.498,0.000312418,14.5922
-1.84349,0.362813,0.577907,-9.43014,20,-1.40996,-0.00313325,0.172755,95.2312,0.000312612,16.6023
-1.83357,0.372729,0.57457,-7.11074,30,-1.16822,-0.00259604,0.283923,156.513,0.000260627,14.1041
-1.82369,0.38261,0.580377,-47.0706,30,-1.47231,-0.0032718,0.215874,119,0.000260796,16.1887
-1.81413,0.392174,0.595473,-47.234,20,-1.74687,-0.00388194,0.0846533,46.6651,0.000312506,18.6055
-1.80428,0.402023,0.601366,-30.8923,20,-1.90438,-0.00423196,0.0549302,30.2803,0.000312553,19.1232
-1.79565,0.410649,0.606527,-30.8921,20,-1.98118,-0.00440262,0.0259073,14.2814,0.000312567,19.5957
-1.78615,0.420145,0.612209,-30.8916,20,-2.08008,-0.00462241,-0.0110508,-6.09177,0.000312505,20.1987
-1.77636,0.429935,0.618066,-30.8916,20,-2.20609,-0.00490243,-0.0584466,-32.2187,0.000312415,20.9584
-1.76658,0.43972,0.62392,-30.8916,20,-2.37784,-0.0052841,-0.12218,-67.3519,0.000312279,21.9769
-1.75679,0.449506,0.629775,-30.8101,20,-2.6449,-0.00587755,-0.219636,-121.075,0.000312639,23.5227
-1.74467,0.461629,0.636985,-27.1842,30,-3.55969,-0.00791042,-0.543682,-299.705,0.000312657,28.8948
-1.73392,0.472376,0.64152,-17.6916,20,-3.78071,-0.00840159,-0.770712,-424.855,0.000312675,28.205
-1.72423,0.482069,0.643505,-11.4871,20,-2.05301,-0.00456224,-0.331722,-182.862,0.000312521,18.6394
-1.71447,0.491831,0.645474,-11.4008,20,-1.49623,-0.00332495,-0.24008,-132.344,0.00031253,15.6983
-1.7053,0.501,0.647323,-11.4001,20,-1.2405,-0.00275668,-0.181029,-99.7924,0.000312429,14.1196
-1.69551,0.510787,0.649296,-11.4004,20,-1.14275,-0.00253945,-0.142258,-78.4199,0.000312535,13.4813
-1.6857,0.520597,0.651274,-11.4007,20,-1.13324,-0.00251831,-0.115821,-63.8463,0.000312449,13.4363
-1.6768,0.529499,0.653069,-11.4005,20,-1.15593,-0.00256874,-0.0990181,-54.5837,0.000312468,13.6278
-1.66459,0.541709,0.655531,-11.4006,30,-1.19723,-0.00266051,-0.0832607,-45.8975,0.000312497,13.9721
-1.65501,0.551285,0.657462,-11.4008,10,-1.22386,-0.00271969,-0.0742333,-40.9211,0.000312655,14.2091
-1.64543,0.560871,0.659395,-11.4011,30,-1.23661,-0.00274802,-0.0672199,-37.055,0.000312572,14.3469
-1.63345,0.572845,0.66181,-11.4004,20,-1.23323,-0.0027405,-0.0589597,-32.5015,0.000312561,14.3743
-1.62367,0.582628,0.663783,-11.5406,20,-1.21011,-0.00268914,-0.0505764,-27.8803,0.000312556,14.2361
-1.6145,0.591795,0.66568,-12.3369,20,-1.16714,-0.00259364,-0.0371938,-20.5031,0.000312604,13.9273
-1.60475,0.601545,0.66792,14.393,20,-1.10665,-0.00245922,-0.0557831,-30.7504,0.000312562,14.6923
-1.59463,0.611671,0.660579,14.1309,30,-0.68726,-0.00152725,0.18943,104.423,0.000312563,12.2405
-1.58538,0.620924,0.663041,-0.407439,30,-0.792756,-0.00176168,0.190338,104.924,0.000312522,12.0576
-1.57665,0.629648,0.660707,5.41272,40,-0.55442,-0.00123205,0.327421,180.491,0.000312503,10.0108
-1.5657,0.640604,0.661177,-15.9633,50,-0.499508,-0.00111002,0.417973,230.407,0.000312612,7.7092
-1.55532,0.650982,0.66681,-22.5445,40,-0.665493,-0.00147887,0.331246,182.6,0.000312539,8.85128
-1.54555,0.66075,0.66954,-21.4983,40,-0.698441,-0.00155209,0.330337,182.098,0.000312641,8.61821
-1.53498,0.671319,0.67482,-15.4029,50,-0.903137,-0.00200697,0.236277,130.248,0.000312462,10.3742
-1.52411,0.682186,0.675445,-9.21044,40,-0.81216,-0.0018048,0.317891,175.238,0.000312456,9.6913
-1.51448,0.691816,0.678143,-15.6895,40,-0.853884,-0.00189752,0.308396,170.003,0.000312459,10.3135
-1.50516,0.701145,0.680771,-15.688,40,-0.881303,-0.00195845,0.299115,164.887,0.000312565,10.7115
-1.49551,0.710785,0.683471,-15.2739,40,-0.896366,-0.00199192,0.291397,160.632,0.000312535,10.8401
-1.48589,0.72041,0.686031,-14.3498,40,-0.904562,-0.00201014,0.286584,157.98,0.000312497,10.8274
-1.47615,0.730146,0.688424,-13.7563,40,-0.90739,-0.00201642,0.282827,155.908,0.000312432,10.7164
-1.4669,0.739404,0.690681,-8.52979,40,-0.883591,-0.00196354,0.283608,156.339,0.000312591,10.1686
-1.4558,0.750498,0.691476,-17.9072,50,-0.635272,-0.00141171,0.381338,210.213,0.00031209,8.16361
-1.44418,0.762117,0.698021,-17.8374,50,-0.94795,-0.00210656,0.173928,95.8777,0.000306962,12.2433
-1.4334,0.7729,0.698685,-8.08408,40,-0.660906,-0.00146868,0.258131,142.295,0.00030118,12.2018
-1.42399,0.782308,0.700889,-13.1118,40,-0.618411,-0.00137425,0.269271,148.436,0.000235112,11.8653
-1.41402,0.792281,0.703199,-10.7837,40,-0.717465,-0.00159437,0.284505,156.833,0.000235284,11.0122
-1.40438,0.801922,0.704624,-15.1931,40,-0.835355,-0.00185634,0.289546,159.612,0.00023472,10.1229
-1.39518,0.811125,0.708317,-37.7925,30,-1.09562,-0.00243471,0.100322,55.3025,0.000260019,12.7165
-1.38545,0.82085,0.719303,-34.2766,20,-1.70599,-0.00379108,-0.281086,-154.949,0.000312515,18.587
-1.37572,0.830577,0.721575,-12.5923,20,-1.88119,-0.00418043,-0.297939,-164.239,0.000312564,18.9378
-1.36598,0.84032,0.723652,-11.6948,20,-1.84493,-0.00409985,-0.294192,-162.173,0.000312579,18.5666
-1.35681,0.849492,0.72549,-11.2837,20,-1.7436,-0.00387466,-0.268425,-147.97,0.000312532,17.8879
-1.34638,0.85992,0.727563,-11.3072,22,-1.6831,-0.00374023,-0.255319,-140.745,0.00031249,17.5298
-1.33464,0.871656,0.729922,-11.31,28,-1.64168,-0.00364818,-0.243334,-134.138,0.000312508,17.2695
-1.32355,0.882753,0.73213,-11.2706,20,-1.61945,-0.00359877,-0.234356,-129.189,0.000312502,17.1284
-1.31368,0.892621,0.7341,-11.2892,20,-1.61102,-0.00358005,-0.228532,-125.979,0.000312507,17.0769
-1.3039,0.902399,0.736051,-11.287,20,-1.61738,-0.00359417,-0.226265,-124.729,0.000312613,17.1327
-1.29473,0.911574,0.737882,-10.9661,20,-1.65104,-0.00366899,-0.230523,-127.076,0.000312596,17.3887
-1.28478,0.921524,0.739757,-10.0869,20,-1.67093,-0.00371317,-0.236378,-130.303,0.000312532,17.4662
-1.27577,0.930527,0.741254,-9.38149,20,-1.56155,-0.00347011,-0.206697,-113.942,0.000312543,16.6591
-1.2657,0.940602,0.742909,-9.33048,20,-1.48561,-0.00330137,-0.187242,-103.217,0.000312477,16.1859
-1.25668,0.949617,0.74439,-9.3305,20,-1.44098,-0.00320218,-0.173523,-95.6545,0.000312511,15.8987
-1.24449,0.961811,0.746394,-9.33063,30,-1.39963,-0.00311029,-0.157668,-86.9143,0.000312476,15.6248
-1.23492,0.97138,0.747966,-9.33056,10,-1.37519,-0.00305598,-0.147363,-81.234,0.000312524,15.4631
-1.22539,0.980905,0.749531,-9.33067,30,-1.35768,-0.00301707,-0.137426,-75.7559,0.000312503,15.3458
-1.21317,0.993127,0.751539,-9.33038,20,-1.33918,-0.00297595,-0.126774,-69.8841,0.000312467,15.2251
-1.20419,1.00211,0.753015,-9.3305,20,-1.32809,-0.0029513,-0.119564,-65.9099,0.000312559,15.1557
-1.19408,1.01222,0.754676,-9.33066,20,-1.31923,-0.00293163,-0.113032,-62.309,0.000312535,15.1036
-1.1851,1.0212,0.756152,-9.32626,20,-1.31388,-0.00291973,-0.108309,-59.7054,0.00031255,15.0786
-1.17499,1.03131,0.757812,-9.0668,20,-1.32882,-0.00295292,-0.108154,-59.62,0.000312525,15.2168
-1.16597,1.04033,0.759205,-8.64881,20,-1.29328,-0.00287396,-0.0984725,-54.2829,0.000312571,14.9088
-1.15582,1.05048,0.760728,-8.52958,20,-1.2449,-0.00276646,-0.0851434,-46.9353,0.000312539,14.5713
-1.14451,1.06179,0.762423,-8.52775,30,-1.2126,-0.00269467,-0.0741834,-40.8936,0.000312499,14.3516
-1.13472,1.07158,0.763891,-8.5288,10,-1.19333,-0.00265183,-0.0666672,-36.7503,0.000312563,14.2201
-1.12518,1.08112,0.765323,-8.52897,30,-1.18336,-0.00262968,-0.0605688,-33.3886,0.000312496,14.1582
-1.11293,1.09337,0.767159,-8.34428,20,-1.19081,-0.00264625,-0.0579881,-31.9659,0.000312512,14.2446
-1.10376,1.10254,0.768463,-7.55081,20,-1.19922,-0.00266494,-0.0587927,-32.4095,0.000312563,14.304
-1.09443,1.11187,0.769612,-6.87563,20,-1.11972,-0.00248827,-0.0384157,-21.1766,0.000312522,13.6225
-1.08426,1.12204,0.770815,-6.74664,20,-1.04556,-0.00232348,-0.0194171,-10.7036,0.000312514,13.0674
-1.07526,1.13104,0.771879,-6.74309,20,-1.00014,-0.00222253,-0.0054483,-3.00338,0.000312466,12.7194
-1.06582,1.14048,0.772995,-6.74305,20,-0.964081,-0.0021424,0.00800708,4.4139,0.000312518,12.4334
-1.05566,1.15064,0.774197,-6.74323,20,-0.931803,-0.00207067,0.0219244,12.0858,0.000312473,12.1701
-1.04681,1.15949,0.775243,-6.74312,20,-0.91056,-0.00202347,0.0327847,18.0726,0.000312494,12.0002
-1.03657,1.16973,0.776454,-5.90847,20,-0.899664,-0.00199925,0.0425049,23.4308,0.000312585,11.9149
-1.02502,1.18128,0.777498,-3.11809,30,-0.844239,-0.00187609,0.0601517,33.1586,0.000312633,11.296
-1.01321,1.19309,0.777726,-0.903234,20,-0.408376,-0.000907501,0.146455,80.7332,0.000312523,6.74676
-1.00367,1.20263,0.777834,-0.648132,20,-0.123913,-0.000275362,0.190298,104.902,0.000312512,2.53141
-0.994129,1.21217,0.777942,-0.648149,20,0.0419229,9.31619e-05,0.215231,118.646,0.000312525,1.30169
-0.984583,1.22172,0.77805,-0.648177,20,0.0987037,0.000219342,0.23013,126.859,0.000312461,2.30777
-0.975036,1.23126,0.778158,-0.647956,20,0.132547,0.000294548,0.23912,131.815,0.000312448,2.99059
-0.965489,1.24081,0.778266,-0.647956,20,0.157809,0.000350687,0.243953,134.479,0.000312505,3.45419
-0.955943,1.25036,0.778374,-0.648062,20,0.170768,0.000379484,0.245871,135.536,0.000312502,3.61411
-0.946396,1.2599,0.778482,-0.647996,20,0.171062,0.000380138,0.247368,136.361,0.000312484,3.5471
-0.936847,1.26945,0.77859,-0.648075,20,0.187474,0.000416609,0.248134,136.784,0.00031246,3.92043
-0.925032,1.28127,0.778724,-2.25342,30,0.219665,0.000488144,0.249498,137.536,0.000312148,4.62269
-0.915207,1.29109,0.779442,-17.0946,10,0.200153,0.000444784,0.261841,144.34,0.000310851,4.26932
-0.904905,1.30139,0.784913,-31.2304,30,0.337046,0.000748992,0.249118,137.326,0.000312569,6.10914
-0.893036,1.31326,0.792885,-33.8887,20,0.398508,0.000885574,0.273167,150.583,0.000312495,6.28192
-0.883564,1.32274,0.799248,-33.8921,20,0.287523,0.00063894,0.317739,175.154,0.000312499,4.54064
-0.874092,1.33221,0.805611,-33.8921,20,0.0807509,0.000179446,0.358711,197.739,0.000312528,2.1736
-0.86462,1.34168,0.811974,-33.8501,20,-0.148,-0.000328889,0.377541,208.119,0.000312532,2.31061
-0.85514,1.35116,0.818322,-33.247,20,-0.367559,-0.000816797,0.372007,205.069,0.000312584,5.00923
-0.845539,1.36076,0.824482,-32.2112,20,-0.528835,-0.00117519,0.352939,194.558,0.000312577,7.21884
-0.835838,1.37046,0.830483,-31.6678,20,-0.645587,-0.00143464,0.334438,184.359,0.000312555,8.78005
-0.826122,1.38018,0.83646,-31.5973,20,-0.752303,-0.00167178,0.315737,174.05,0.00031253,10.0717
-0.816406,1.38989,0.842436,-31.5956,20,-0.851969,-0.00189326,0.297655,164.082,0.000312509,11.1645
-0.806688,1.39961,0.848414,-31.5961,20,-0.945436,-0.00210097,0.280512,154.632,0.000312509,12.1019
-0.794719,1.41158,0.855776,-31.5953,30,-1.05115,-0.00233589,0.260665,143.692,0.000312526,13.0748
-0.783869,1.42243,0.862449,-31.5947,20,-1.14178,-0.00253728,0.243073,133.994,0.000312525,13.8564
-0.774078,1.43222,0.868472,-31.5956,20,-1.21691,-0.00270424,0.227284,125.29,0.000312544,14.4621
-0.764362,1.44194,0.874448,-31.5956,20,-1.28832,-0.00286293,0.21133,116.496,0.000312478,15.0129
-0.754645,1.45165,0.880425,-31.5956,20,-1.35913,-0.00302028,0.194422,107.175,0.000312503,15.5401
-0.744931,1.46137,0.8864,-31.4804,20,-1.43614,-0.00319141,0.174823,96.3711,0.000312539,16.0975
-0.7352,1.4711,0.892332,-30.8039,20,-1.54203,-0.00342673,0.146375,80.6893,0.000312526,16.8359
-0.72565,1.48065,0.897895,-30.2509,20,-1.51723,-0.00337162,0.152194,83.897,0.000312555,16.5609
-0.716954,1.48935,0.902973,-30.312,20,-1.53776,-0.00341724,0.146137,80.5579,0.000312519,16.7387
-0.707049,1.49925,0.90877,-30.3416,20,-1.57271,-0.00349492,0.137689,75.9011,0.000312533,16.9748
-0.697213,1.50909,0.914528,-30.3114,20,-1.6099,-0.00357756,0.128353,70.7547,0.000312535,17.2205
-0.686211,1.52009,0.920953,-30.3697,24,-1.65101,-0.00366892,0.116982,64.4862,0.000312539,17.4896
-0.675277,1.53102,0.927382,-30.3709,26,-1.69468,-0.00376595,0.105024,57.8944,0.00031253,17.7691
-0.664155,1.54215,0.933878,-30.3129,20,-1.7367,-0.00385934,0.0916469,50.5204,0.000312508,18.0381
-0.654313,1.55199,0.939639,-30.3421,20,-1.77431,-0.00394291,0.0790936,43.6004,0.000312546,18.2757
-0.644456,1.56184,0.945409,-30.3444,20,-1.8134,-0.00402979,0.0653908,36.0467,0.000312523,18.5211
-0.634908,1.57139,0.950998,-30.3417,20,-1.85398,-0.00411995,0.0507219,27.9605,0.000312534,18.7741
-0.62625,1.58005,0.956065,-30.3394,20,-1.8973,-0.00421623,0.0351783,19.3921,0.000312554,19.0474
-0.616332,1.58997,0.96187,-30.1176,20,-1.96349,-0.00436332,0.0120485,6.64173,0.000312542,19.4773
-0.606455,1.59985,0.967548,-29.5178,20,-2.02047,-0.00448992,-0.0119849,-6.6067,0.000312547,19.7668
-0.594716,1.61158,0.974109,-29.1552,30,-2.00197,-0.00444882,-0.0146047,-8.05085,0.000312525,19.6143
-0.582951,1.62335,0.98066,-29.108,20,-2.01347,-0.00447437,-0.0259018,-14.2784,0.000312518,19.6915
-0.572965,1.63333,0.986219,-29.1089,20,-2.03685,-0.00452634,-0.0381351,-21.022,0.000312484,19.8314
-0.563479,1.64282,0.991502,-29.1069,20,-2.06607,-0.00459127,-0.0515835,-28.4354,0.00031251,20.0035
-0.554538,1.65176,0.996479,-29.1054,20,-2.0995,-0.00466555,-0.065972,-36.3671,0.000312501,20.2014
-0.544486,1.66181,1.00208,-29.1066,20,-2.14301,-0.00476225,-0.0841242,-46.3734,0.00031258,20.4555
-0.534721,1.67158,1.00751,-29.106,20,-2.19326,-0.00487391,-0.104468,-57.5877,0.000312556,20.7492
-0.525992,1.68031,1.01237,-29.1065,20,-2.24977,-0.00499948,-0.126468,-69.7157,0.000312525,21.0835
-0.51599,1.69031,1.01794,-29.09,20,-2.3371,-0.00519356,-0.158581,-87.4178,0.000312703,21.6007
-0.50598,1.70032,1.02351,-28.3989,20,-2.50709,-0.00557131,-0.214846,-118.434,0.000312901,22.6502
-0.497065,1.70923,1.02817,-26.7409,20,-2.5618,-0.00569288,-0.250094,-137.864,0.000312518,22.698
-0.484715,1.72159,1.03422,-26.1417,30,-2.36164,-0.00524809,-0.208431,-114.897,0.000312439,21.5434
-0.473195,1.73311,1.03989,-26.2039,20,-2.32457,-0.00516571,-0.211741,-116.722,0.000312756,21.3825
-0.463171,1.74313,1.04482,-26.2051,20,-2.3251,-0.00516689,-0.219529,-121.016,0.000312337,21.3966
-0.454118,1.75218,1.04928,-26.2028,20,-2.34126,-0.0052028,-0.229887,-126.725,0.000312641,21.4956
-0.444097,1.7622,1.05421,-26.2049,20,-2.37248,-0.00527219,-0.24444,-134.747,0.000312521,21.6726
-0.435017,1.77128,1.05868,-26.2049,20,-2.41118,-0.00535818,-0.260734,-143.73,0.000312736,21.8928
-0.42501,1.78129,1.0636,-26.2051,20,-2.46524,-0.0054783,-0.282279,-155.606,0.00031237,22.1962
-0.415931,1.79037,1.06807,-26.2049,20,-2.52887,-0.0056197,-0.306863,-169.158,0.000312413,22.5564
-0.405922,1.80038,1.073,-26.2048,20,-2.62467,-0.0058326,-0.342431,-188.765,0.000312373,23.0984
-0.396798,1.8095,1.07749,-25.5425,20,-2.77499,-0.00616664,-0.395469,-218.002,0.000312476,23.9959
-0.385596,1.8207,1.08271,-23.8649,26,-2.94937,-0.00655416,-0.46434,-255.967,0.000312646,24.7417
-0.374272,1.83203,1.08745,-22.6987,24,-2.72696,-0.00605992,-0.417841,-230.335,0.000312703,23.3906
-0.363187,1.84311,1.09208,-22.6523,20,-2.64322,-0.00587382,-0.412846,-227.581,0.000312594,23.0204
-0.353749,1.85255,1.09602,-22.6271,20,-2.62414,-0.00583141,-0.417409,-230.097,0.00031247,22.9452
-0.344271,1.86203,1.09997,-22.629,20,-2.63237,-0.00584971,-0.427666,-235.751,0.000312482,23.0038
-0.33463,1.87167,1.10399,-22.6265,20,-2.66353,-0.00591895,-0.443345,-244.394,0.000312413,23.1828
-0.325206,1.88109,1.10792,-22.6255,20,-2.71492,-0.00603315,-0.464403,-256.002,0.000312672,23.4705
-0.315661,1.89064,1.11189,-22.6252,20,-2.80261,-0.00622803,-0.495471,-273.128,0.00031239,23.9609
-0.306147,1.90015,1.11586,-22.0438,20,-2.9699,-0.00659977,-0.549894,-303.129,0.000312672,24.9288
-0.296907,1.90939,1.11949,-20.5906,20,-3.06432,-0.0068096,-0.597064,-329.131,0.000312824,25.1992
-0.286763,1.91954,1.12314,-19.7872,20,-2.84842,-0.00632981,-0.545874,-300.913,0.000312571,23.9677
-0.275073,1.93123,1.12734,-19.7715,30,-2.75406,-0.00612013,-0.536926,-295.98,0.000312578,23.5311
-0.263257,1.94304,1.13159,-19.7713,20,-2.6801,-0.00595577,-0.526032,-289.975,0.000312259,23.1291
-0.253877,1.95242,1.13496,-20.6458,20,-2.5614,-0.005692,-0.49753,-274.264,0.000312191,22.3992
-0.243416,1.96288,1.13907,-25.6679,20,-2.10453,-0.00467674,-0.391508,-215.819,0.000312349,19.383
-0.233836,1.97246,1.14459,-25.4761,20,-4.33102,-0.00962448,-1.14093,-628.938,0.000312197,33.3292
-0.22466,1.98164,1.148,-17.9991,20,-4.20296,-0.00933991,-1.13473,-625.519,0.000312792,30.1641
-0.215819,1.99048,1.15045,-15.1898,20,-3.42103,-0.00760229,-0.934239,-514.999,0.000312843,26.2174
-0.205886,2.00041,1.1531,-14.9539,20,-3.07903,-0.00684229,-0.879345,-484.739,0.000312569,24.924
-0.196455,2.00984,1.15562,-14.9536,20,-2.98348,-0.00662995,-0.865222,-476.954,0.000312448,24.6001
-0.186966,2.01933,1.15815,-14.9529,20,-3.02215,-0.00671589,-0.878034,-484.016,0.000312571,24.8935
-0.174949,2.03135,1.16136,-14.434,30,-3.25038,-0.00722307,-0.948084,-522.631,0.00031274,26.1828
-0.162941,2.04336,1.16434,-12.0159,20,-3.81647,-0.00848104,-1.11416,-614.183,0.00031284,28.9731
-0.153969,2.05233,1.16583,-8.93816,20,-3.27949,-0.00728775,-0.968068,-533.647,0.000312399,25.572
-0.143846,2.06245,1.16734,-8.49855,20,-2.89546,-0.00643436,-0.887522,-489.247,0.000312681,23.9048
-0.13484,2.07146,1.16869,-8.4997,20,-2.74102,-0.00609116,-0.850763,-468.983,0.00031244,23.2222
-0.124702,2.0816,1.1702,-8.49882,20,-2.66996,-0.00593324,-0.82748,-456.148,0.000312426,22.9188
-0.115544,2.09076,1.17157,-8.49833,20,-2.66804,-0.00592897,-0.818847,-451.389,0.000312422,22.9462
-0.106244,2.10006,1.17296,-8.49847,20,-2.71315,-0.00602922,-0.821889,-453.067,0.000312459,23.2253
