x_v2_m,z_wand_m,winkel_grad,n_saeulen,ux_erstezelle_ms,ux_rel,cp_erstezelle,p_erstezelle_Pa,anteil_ux_negativ,umag_erstezelle_ms
1.60216,0.974,-0,21,4.3547,0.145157,0.00746389,4.11447,0,5.07777
1.60616,0.974,-26.5651,21,1.19475,0.0398249,-0.0459022,-25.3036,0,1.58853
1.61016,0.978,-26.5651,21,3.47946,0.115982,-0.0951791,-52.4675,0,4.06814
1.61416,0.978,-26.5651,21,0.960592,0.0320197,-0.144669,-79.7489,0.047619,1.48039
1.61816,0.982,-26.5651,21,3.14974,0.104991,-0.19263,-106.187,0,3.80872
1.62216,0.982,-26.5651,21,0.862145,0.0287382,-0.0172041,-9.48379,0.285714,1.658
1.62616,0.986,-42.1376,21,1.70228,0.0567426,-0.144728,-79.7813,0.190476,2.69737
1.63016,0.989238,-26.5651,21,3.61468,0.120489,-0.00346922,-1.91241,0.142857,4.35548
1.63416,0.99,-30.7627,21,0.734029,0.0244676,-0.16629,-91.6673,0.142857,1.28719
1.63816,0.994,-26.5651,21,3.48426,0.116142,0.0499315,27.5247,0,4.04634
1.64216,0.994,-26.5651,21,0.708605,0.0236202,-0.142384,-78.489,0.0952381,1.14699
1.64616,0.998,-26.5651,21,3.03995,0.101332,0.0303601,16.736,0,3.50416
1.65016,0.998,-26.5651,21,0.83461,0.0278203,0.0893837,49.2727,0,1.18054
1.65416,1.002,-26.5651,21,3.02397,0.100799,0.0152743,8.41993,0,3.5705
1.65816,1.002,-26.5651,21,0.626944,0.0208981,0.186063,102.567,0.333333,1.61138
1.66216,1.006,-43.6028,21,1.99322,0.0664407,-0.0111471,-6.14482,0.190476,3.32317
1.66616,1.00962,-26.5651,21,4.09078,0.136359,0.0829421,45.7218,0.0952381,4.92301
1.67016,1.01,-28.706,21,0.983183,0.0327728,-0.0318019,-17.5308,0.0952381,1.49846
1.67416,1.014,-26.5651,21,3.80349,0.126783,0.0432406,23.8364,0,4.38204
1.67816,1.014,-26.5651,21,1.25136,0.0417119,-0.0419775,-23.1401,0,1.70523
1.68216,1.018,-26.5651,21,3.31282,0.110427,-0.0501175,-27.6273,0,3.88047
1.68616,1.018,-26.5651,21,0.914669,0.030489,0.0740159,40.8013,0.047619,1.303
1.69016,1.022,-26.5651,21,2.51496,0.0838321,-0.0924294,-50.9517,0,3.61
1.69416,1.022,-26.5651,21,-0.183629,-0.00612097,0.00679245,3.74434,0.666667,1.49825
1.69816,1.026,-45,21,0.212808,0.00709359,-0.210482,-116.028,0.619048,2.03534
1.70216,1.03,-26.5651,21,4.10911,0.13697,-0.185552,-102.286,0,5.18086
